"RES#","T","Rock unit","C","Comp","Craton","Slat","Slon","LMA","HMA","Isoage","Met","Age references","Age","B","N","P","R%","D","I","alfa95","k","s","S","lambda","Theta","Plat","Plon","dp","dm","A95","1","2","3","4","5","6","AV","Authors","Title","Journal","Year","Vol","Pages","Comments","Recalculation","DOI"
"10520","s","Zigan formation clastic rocks -C","RU","cmb.","Baltica-Ural","53.7","56.7","544","551","547.6 ± 3.8","g, a","Levashova et al. (2013)","548","36","260","C","62","286.6","15.4","4.8","26.0","15.9","13","7.8","82.2","-16.3","138.1","2.5","4.9","3.5","0","1","1","1","1","1","5","Levashova, N.M., Bazhenov, M.L., Meert, J.G., Kuznetsov, N.B., Golovanova, I.V., Danukalov, K.N., Fedorova, N.M.","Paleogeography of Baltica in the Ediacaran: Paleomagnetic and geochronological data from the clastic Zigan formation, South Urals","Prec. Res.","2013","236","16-30","In paper, pole latitude erroneously reported with positive sign.","0","https://doi.org/10.1016/j.precamres.2013.06.006"
"11272","s","Zigan HTC thin beds -R","RU","","Baltica-Ural","53.7","56.7","544","551","547.6 ± 3.8","a, g","Levashova et al. (2013)","548","3","25","R","100","279.6","18.9","21.1","35.3","13.6","11.3","9.7","80.3","-13.5","144.8","11.4","21.9","15.8","0","1","1","1","1","1","5","Bazhenov, M.L., Levashova, N.M., Meert, J.G., Golovanova, I.V., Danukalov, K.N., Fedorova, N.M.","Late Ediacaran magnetostratigraphy of Baltica: Evidence for Magnetic Field Hyperactivity?","Earth Plan. Sci. Lett.","2016","435","124-135","Tilt-corrected data from Table 2 used.","0","https://doi.org/10.1016/j.epsl.2015.12.015"
"1003471","i","Luakela volcanics -N","ZM","B","Congo","-11.6","24.1","540","560","","a","APWP","550","?","22","N","0","46.4","25.2","20.2","9.9","25.7","22.2","13.2","76.8","-37.5","266.7","11.7","21.7","15.9","0","0","1","0","1","1","3","Wingate, M.T.D., Pisarevsky, S.A., De Waele, B.","Paleomagnetism of the 765 Ma Luakela volcanics in Northwest Zambia and implications for Neoproterozoic positions of the Congo Craton ","Am. J. Sci.","2010","310","1333-1344","Secondary overprint, age Pan-African estimate.","1","https://doi.org/10.2475/10.2010.05"
"10231","s","Crown Hill red beds -N","CA","","West Avalonia","48.6","306.6","542","557","","s","Pisarevsky et al. (2012)","550","4","22","N","0","327.9","42.7","21.9","18.5","18.8","19.3","24.8","65.2","-55.4","4.7","16.7","27.1","21.3","0","0","1","1","0","1","3","Pisarevsky, S.A., McCausland, P.J.A., Hodych, J.P., O'Brien, S.J., Tait, J.A., Murphy, J.B.","Paleomagnetic study of the late Neoproterozoic Bull Arm and Crown Hill formations (Musgravetown Group) of eastern Newfoundland: implications for Avalonia and West Gondwana paleogeography","Can. J. Earth Sci.","2012","49","1-20","Block must have been rotated. Incorrect permanent link (doi) listed.","0","https://doi.org/10.1139/e11-045"
"5874","i","Slate Island lavas -N","CA","impact","Laurentia-Superior","48.7","273.1","450","650","","corr.","Halls (1979)","550","5","29","N","0","81.9","49.7","4.4","307.0","4.6","5.2","30.5","59.5","-27.3","167.1","3.9","5.8","4.8","0","1","1","0","1","0","3","Halls, H.C.","The Slate Island meteorite impact site: a study of shock remanent magnetization","Geophys. JRAS","1979","59","553-591","Remagnetized by meteorite impact, age not known.","0","https://doi.org/10.1111/j.1365-246X.1979.tb02573.x"
"13282","s","Johnnie formation, Winters Pass -R","US","E","Laurentia-Yavapai","35.8","244.3","535","565","","s, a","Bergmann et al. (2011), APWP","550","1","12*","R","100","72.7","-5.1","23.9","3.9","41","32.5","2.6","92.6","-12.4","166.7","12.0","24.0","17","0","0","1","0","1","0","2","Minguez, D., Kodama, K.P., Hillhouse, J.W.","Paleomagnetic and cyclostratigraphic constraints on the synchroneity and duration of the Shuram carbon isotope excursion, Johnnie Formation, Death Valley Region, CA","Prec. Res.","2015","266","395-408","Rainstorm Member.","0","https://doi.org/10.1016/j.precamres.2015.05.033"
"13370","s","Eocambrian glacials -C","UK","","Scotland","56.2","354.2","450","650","","a","APWP","550","16","107","C","94","165.2","-5.2","5.2","50.7","11.4","9","2.6","92.6","35.1","192.3","2.6","5.2","3.7","0","1","1","0","1","0","3","Urrutia-Fucugauchi, J., Tarling, D.H.","Palaeomagnetic properties of Eocambrian sediments in northwestern Scotland: implications for world-wide glaciation in the Late Precambrian","Palaeogeog. Palaeoclim. Palaeoecol.","1983","41","325-344","Garvellach and Islay sites combined.","1","https://doi.org/10.1016/0031-0182(83)90093-7"
"13490","i","Ediacaran magmatic rocks of South Yenisei Ridge -C","RU","","Siberia-Yenisei","57.3","93.4","546","576","546-576","g","Kadilnikov et al. (2018)","550","7","59","C","29","350.1","13.6","3.9","243.6","5.2","4.2","6.9","83.1","39.0","286.1","2.0","4.0","2.8","0","1","1","0","1","1","4","Kadilnikov, P.I., Vernikovskaya, A.E., Mikhaltsov, N.E., Vernikovsky, V.A., Matushkin, N.Yu.","The Paleomagnetic Pole of the Siberian Paleocontinent at the Late Ediacaran Stage of Evolution of the Active Continental Margin (South Yenisei Ridge)","Dokl. Earth Sci.","2018","483","1394-1398","First Ediacaran poles of Siberia.","0","https://doi.org/10.1134/S1028334X18110089"
"100142","i","Rybreka sill","RU","CN","Baltica-Karelia","61.3","35.5","500","600","","a","APWP","550","1","4*","N","0","80.2","52.4","13.7","26.3","15.8","18.6","33","57","-33.1","296.3","12.9","18.8","15.6","0","0","1","0","1","0","2","Damm, V., Gendler, T.S., Gooskova, E.G., Khramov, A.N., Lewandowski, M., Nozharov, P., Pavlov, V.I., Petrova, G.N., Pisarevsky, S.A., Sokolov, S.J.","Palaeomagnetic studies of Proterozoic rocks from the Lake Onega region, southeast Fennoscandian Shield","Geophys. J. Int.","1997","129","518-530","Combined 7 results FS P01-003 to P01-009. Sampling site slightly readjusted. Overprint. Probably an Ediacaran overprint.","1","https://doi.org/10.1111/j.1365-246X.1997.tb04491.x"
"8489","s","Mirbat glaciomarine siltstones","OM","HT","Arabia","17.1","54.8","540","560","554 ± 10, 529 ± 16","f, j, s","Debreuilh et al. (1992), APWP","550","2","10*","N","0","68.4","18.4","7.2","46.4","11.9","9.9","9.4","80.6","23.3","141.8","3.9","7.5","5.4","0","0","1","1","1","0","3","Kempf, O., Kellerhals, P., Lowrie, W., Matter, A.","Paleomagnetic directions in Late Precambrian glaciomarine sediments of the Mirbat Sandstone Formation, Oman","Earth Plan. Sci. Lett.","2000","175","181-190","Siltstones not directly dated but underlying rock is, k increases after fold restoring, thus AV4=1. Low latitude case discussed in various models.","0","https://doi.org/10.1016/S0012-821X(99)00307-6"
"13280","s","Johnnie formation, Winters Pass -C","US","W+E","Laurentia-Yavapai","35.8","244.3","535","565","","s, a","Bergmann et al. (2011), APWP","550","1","35*","C","34","287.8","8.5","13.2","4.7","37.4","29.8","4.3","85.7","16.9","147.3","6.7","13.4","9.5","0","0","1","0","1","0","2","Minguez, D., Kodama, K.P., Hillhouse, J.W.","Paleomagnetic and cyclostratigraphic constraints on the synchroneity and duration of the Shuram carbon isotope excursion, Johnnie Formation, Death Valley Region, CA","Prec. Res.","2015","266","395-408","Rainstorm Member.","0","https://doi.org/10.1016/j.precamres.2015.05.033"
"840","i","Kimberlite-lamprophyre suite","DK","2","Greenland","66.8","307.0","525","575","594 ± 18, 553 ± 6, 570-610, 587 ± 24, 1227 ± 12","d, f, g","Secher et al. (2009)","550","11","74","N","0","281.7","26.6","7.2","40.7","12.7","11.1","14.1","75.9","17.5","211.6","4.3","7.9","5.8","1","1","1","0","1","0","4","Piper, J.D.A.","Palaeomagnetic study of the (Late Precambrian) West Greenland kimberlite-lamprophyre suite: definition of the Hadrynian track","Phys. Earth Plan. Int.","1981","27","164-186","","0","https://doi.org/10.1016/0031-9201(81)90014-5"
"1337","s","Eocambrian glacials -R","UK","","Scotland","56.2","354.2","450","650","","a","APWP","550","15","91","R","100","163.5","-6.7","3.0","159.0","6.4","5.1","3.4","93.4","35.5","194.6","1.5","3.0","2.1","0","1","1","0","1","0","3","Urrutia-Fucugauchi, J., Tarling, D.H.","Palaeomagnetic properties of Eocambrian sediments in northwestern Scotland: implications for world-wide glaciation in the Late Precambrian","Palaeogeog. Palaeoclim. Palaeoecol.","1983","41","325-344","Sites from Garvellach Islands. Post-tilting comp?","0","https://doi.org/10.1016/0031-0182(83)90093-7"
"11114","i","Slate Island impact breccia dyke","CA","","Laurentia-Superior","48.7","273.1","433","1100","436 ± 3, 990-1074","c","Dressler et al. (1999)","550","11","116","N","0","86.6","51.1","4.3","96.4","8.2","9.5","31.8","58.2","-25.4","163.0","3.9","5.8","4.8","0","1","1","0","1","0","3","Fairchild, L.M., Swanson-Hysell, N.L., Tikoo, S.M.","A matter of minutes: Breccia dike paleomagnetism provides evidence for rapid crater modification","Geology","2016","44","723-726","Very rapid cooling of impact heated breccia dyke after crater modification - thus uncorrected for PSV. Pole and its statistics calculated by PALEOMAGIA team using published direction and approximate sampling location.","1","https://doi.org/10.1130/G37927.1"
"1003472","i","Luakela volcanics -R","ZM","B","Congo","-11.6","24.1","540","560","","a","APWP","550","?","7","R","100","235.1","-22.9","7.8","16.9","19.7","16.8","11.9","101.9","-30.5","272.7","4.4","8.3","6","0","0","1","0","1","1","3","Wingate, M.T.D., Pisarevsky, S.A., De Waele, B.","Paleomagnetism of the 765 Ma Luakela volcanics in Northwest Zambia and implications for Neoproterozoic positions of the Congo Craton ","Am. J. Sci.","2010","310","1333-1344","Secondary overprint, age Pan-African estimate.","1","https://doi.org/10.2475/10.2010.05"
"10232","s","Crown Hill red beds -R","CA","","West Avalonia","48.6","306.6","542","557","","s","Pisarevsky et al. (2012)","550","2","9","R","100","165.1","-41.0","","","","","23.5","113.5","-62.3","337.2","","","","0","0","1","1","0","1","3","Pisarevsky, S.A., McCausland, P.J.A., Hodych, J.P., O'Brien, S.J., Tait, J.A., Murphy, J.B.","Paleomagnetic study of the late Neoproterozoic Bull Arm and Crown Hill formations (Musgravetown Group) of eastern Newfoundland: implications for Avalonia and West Gondwana paleogeography","Can. J. Earth Sci.","2012","49","1-20","Block must have been rotated. Incorrect permanent link (doi) listed.","0","https://doi.org/10.1139/e11-045"
"13491","i","Ediacaran magmatic rocks of South Yenisei Ridge -N","RU","","Siberia-Yenisei","57.3","93.4","546","576","546-576","g","Kadilnikov et al. (2018)","550","5","41","N","0","350.1","13.7","6.0","163.2","6.3","5.1","6.9","83.1","39.0","286.3","3.1","6.1","4.3","0","1","1","0","1","1","4","Kadilnikov, P.I., Vernikovskaya, A.E., Mikhaltsov, N.E., Vernikovsky, V.A., Matushkin, N.Yu.","The Paleomagnetic Pole of the Siberian Paleocontinent at the Late Ediacaran Stage of Evolution of the Active Continental Margin (South Yenisei Ridge)","Dokl. Earth Sci.","2018","483","1394-1398","First Ediacaran poles of Siberia. Separate data for N polarity calculated from Table 1.","1","https://doi.org/10.1134/S1028334X18110089"
"1339","i","Malvernian complex","UK","M1","East Avalonia","52.1","357.6","500","600","681 ± 53, 495-614","a, e/f","Beckinsale et al. (1981)","550","2","16","N","0","7.5","56.1","","","","","36.7","53.3","73.6","155.5","","","","0","0","1","0","0","0","1","Piper, J.D.A.","A palaeomagnetic investigation of the Malvernian and Old Radnor Precambrian, Welsh Borderlands","Geol. J.","1982","17","69-88","Uplift and post cooling component?","0","https://doi.org/10.1002/gj.3350170202"
"13353","i","Santa Rosa - Sobreiro - Velho overprint","BR","SF3","Amazonia-Guyana","-6.6","308.0","540","560","","a","APWP","550","14","72","N","0","0.9","61.5","11.9","12.2","23.2","31.9","42.6","47.4","-40.7","128.8","14.1","18.3","16.1","0","1","1","0","1","0","3","Antonio, P.Y.J., D'Agrella-Filho, M.S., Trindade, R.I.F., Nedelec, A., de Oliveira, D.C., da Silva, F.F., Roverato, M., Lana, C.","Turmoil before the boring billion: Paleomagnetism of the 1880–1860 Ma Uatumã event in the Amazonian craton","Gond. Res.","2017","49","106-129","This is probably Brasiliano (550 Ma) overprint","0","https://doi.org/10.1016/j.gr.2017.05.006"
"10230","s","Crown Hill red beds -C","CA","","West Avalonia","48.6","306.6","542","557","","s","Pisarevsky et al. (2012)","550","6","31","C","22","328.6","42.4","15.7","24.6","16.3","16.7","24.5","65.5","-55.8","2.8","11.9","19.3","15.2","0","1","1","1","0","1","4","Pisarevsky, S.A., McCausland, P.J.A., Hodych, J.P., O'Brien, S.J., Tait, J.A., Murphy, J.B.","Paleomagnetic study of the late Neoproterozoic Bull Arm and Crown Hill formations (Musgravetown Group) of eastern Newfoundland: implications for Avalonia and West Gondwana paleogeography","Can. J. Earth Sci.","2012","49","1-20","Block must have been rotated. Incorrect permanent link (doi) listed.","0","https://doi.org/10.1139/e11-045"
"13281","s","Johnnie formation, Winters Pass -N","US","W","Laurentia-Yavapai","35.8","244.3","535","565","","s, a","Bergmann et al. (2011), APWP","550","1","23*","N","0","297.2","11.6","12.3","7.0","30.6","24.7","5.9","84.1","25.4","142.6","6.3","12.5","8.9","0","0","1","0","1","0","2","Minguez, D., Kodama, K.P., Hillhouse, J.W.","Paleomagnetic and cyclostratigraphic constraints on the synchroneity and duration of the Shuram carbon isotope excursion, Johnnie Formation, Death Valley Region, CA","Prec. Res.","2015","266","395-408","Rainstorm Member.","0","https://doi.org/10.1016/j.precamres.2015.05.033"
"1338","s","Eocambrian glacials -N","UK","","Scotland","55.8","353.9","450","650","","a","APWP","550","1","16*","N","0","358.3","-2.4","2.3","253.0","5.1","4","1.2","91.2","33.0","175.9","1.2","2.3","1.7","0","0","1","0","1","0","2","Urrutia-Fucugauchi, J., Tarling, D.H.","Palaeomagnetic properties of Eocambrian sediments in northwestern Scotland: implications for world-wide glaciation in the Late Precambrian","Palaeogeog. Palaeoclim. Palaeoecol.","1983","41","325-344","Site IS 51.1 in Islay.","0","https://doi.org/10.1016/0031-0182(83)90093-7"
"10468","i","Boston basin extrusives + sediments","US","","West Avalonia","42.3","288.8","500","600","","a","APWP","550","4","13","M","?","218.7","70.8","5.0","311.0","4.6","7.5","55.1","34.9","13.0","267.0","7.6","8.7","8.1","0","0","1","1","0","1","3","Wu, F., Van der Voo, R., Johnson, R.J.E.","Eocambrian paleomagnetism of the Boston Basin: evidence for displaced terrane","Geophys. Res. Lett.","1986","13","1450-1453","Maybe Devonian? Impossible to separate N and R.","0","https://doi.org/10.1029/GL013i013p01450"
"10886","i","Iguerda inlier (Anti-Atlas) dykes, overprint","MO","Cluster D4","West Africa","30.2","352.3","530","570","","a","APWP","550","1","9*","N","0","45.9","-56.7","5.8","79.0","9.1","11.5","37.3","127.3","-10.0","316.8","6.1","8.4","7.2","0","0","1","0","1","0","2","Neres, M., Silva, P.F., Ikenne, M., Martins, S., Hafid, A., Mata, J., Almeida, F., Youbi, N., Boumehdi, M.A.","Evidences for multiple remagnetization of Proterozoic dykes from Iguerda inlier (Anti-Atlas Belt, Southern Morocco)","Stud. Geophys. Geod.","2016","60","700-730","Age is an APWP estimate. Late Pan-African overprint. Comp. L.","0","https://doi.org/ 10.1007/s11200-014-0178-x"
"9151","i","Oddanchatram anorthosite","IN","sec.","India-Dharwar","10.5","77.7","500","600","","a","APWP","550","","18*","N","0","36.7","-29.4","4.4","63.4","10.2","9.1","15.7","105.7","45.2","203.0","2.7","4.9","3.6","0","0","1","0","0","0","1","Satyanarayana, K.V.V., Arora, B.R., Janardhan, A.S.","Rock magnetism and palaeomagnetism of the Oddanchatram anorthosite, Tamil Nadu, South India","Geophys. J. Int.","2003","155","1081-1092","","0","https://doi.org/10.1111/j.1365-246X.2003.02116.x"
"100347","i","Luakela volcanics -C","ZM","B","Congo","-11.6","24.1","540","550","","a","APWP","550","7","29","C","?","227.1","-20.0","13.1","22.2","17.2","14.4","10.3","100.3","-38.3","270.9","7.2","13.7","9.9","0","0","1","0","1","1","3","Wingate, M.T.D., Pisarevsky, S.A., De Waele, B.","Paleomagnetism of the 765 Ma Luakela volcanics in Northwest Zambia and implications for Neoproterozoic positions of the Congo Craton ","Am. J. Sci.","2010","310","1333-1344","Secondary overprint, age Pan-African estimate.","0","https://doi.org/10.2475/10.2010.05"
"11134","s","Azougui formation","MO","I2","West Africa","20.5","346.9","542","570","","a","APWP","550","4","60","N","0","339.0","-17.3","3.1","34.0","13.9","11.4","8.9","98.9","54.1","204.1","1.7","3.2","2.3","0","1","0","0","1","0","2","Perrin, M., Prevot, M.","Uncertainties about the Proterozoic and Paleozoic polar wander path of the West African craton and Gondwana: evidence for successive remagnetization events","Earth Plan. Sci. lett.","1988","88","337-347","Direction and its statistics calculated from site and pole.","1","https://doi.org/10.1016/0012-821X(88)90090-8"
"59","i","Gabbro de Keralain","FR","sec.","Cadomia","48.8","356.9","540","560","581 ± 2","m, c","Ruffet et al. (1990)","550","?","9","R","100","221.0","55.8","15.5","12.0","23.4","29.1","36.3","53.7","2.6","325.0","15.9","22.2","18.8","1","0","1","0","0","0","2","Hagstrum, J.T., Van der Voo, R., Auvray, B., Bonhommet, N.","Eocambrian-Cambrian palaeomagnetism of the Armorican Massif, France","Geophys. JRAS","1980","61","489-517","Quite similar to ChRM of Granite de Porz-Scarff.","0","https://doi.org/10.1111/j.1365-246X.1980.tb04830.x"
"839","i","Kimberlite-lamprophyre suite","DK","1","Greenland","66.9","307.0","525","575","594 ± 18, 553 ± 6, 570-610, 587 ± 24, 1227 ± 12","d, f, g","Secher et al. (2009)","550","17","129","M","7","272.8","3.9","5.3","47.1","11.8","9.4","2","88","2.9","214.8","2.6","5.3","3.7","1","1","1","0","1","1","5","Piper, J.D.A.","Palaeomagnetic study of the (Late Precambrian) West Greenland kimberlite-lamprophyre suite: definition of the Hadrynian track","Phys. Earth Plan. Int.","1981","27","164-186","","0","https://doi.org/10.1016/0031-9201(81)90014-5"
